part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,english_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Writer
0,2,0,31,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,16,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,0,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,1,18,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,33,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,31,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,22,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,35,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6,0,27,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,14,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,29,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,19,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,31,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,1,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,16,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,4,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,31,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,29,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,29,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,29,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,14,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,20,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1,3,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,1,20,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,34,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,42,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,6,0,4,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,29,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,27,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,29,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,21,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,34,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,9,0,3,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,18,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,32,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,30,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,3,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,26,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,32,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,14,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,33,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,35,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,27,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6,0,31,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,31,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,1,23,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,4,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,23,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,15,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,24,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,31,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,29,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,1,33,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,1,1,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,29,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,20,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,49,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,23,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,11,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,29,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1,32,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9,0,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8,1,5,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,6,0,1,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,29,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,21,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,30,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,31,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,23,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,23,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5,0,26,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,29,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,32,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,25,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,33,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6,0,33,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,23,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,48,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,32,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,8,0,0,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,16,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,9,0,4,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,1,23,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,8,0,3,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,27,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,1,29,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,17,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,18,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,15,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,32,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,1,3,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,7,0,25,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,29,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,0,25,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,23,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,1,11,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,1,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,7,1,12,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1,24,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,7,0,5,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,1,23,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,0,1,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,32,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,34,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,24,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,21,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,14,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,25,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,26,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,6,0,5,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,14,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,47,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,1,3,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,42,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,22,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,50,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,7,0,29,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,25,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,9,0,3,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7,0,12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,27,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,47,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,14,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,33,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,31,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,1,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,11,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,12,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,18,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6,0,5,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,1,27,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,28,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,7,0,42,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,31,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,5,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,46,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,0,26,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,27,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,0,28,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,33,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,16,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,10,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,12,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,32,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6,0,5,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,1,4,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,35,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8,0,3,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,12,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,19,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,2,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,3,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,48,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,32,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,16,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,15,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,1,26,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,46,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,31,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6,0,21,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,5,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,0,15,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,32,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,0,4,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,31,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0,19,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,29,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,26,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,0,27,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,35,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,32,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,18,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,0,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,14,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5,0,8,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,2,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,20,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,21,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,21,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,17,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,27,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,30,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0,35,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,30,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,3,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,1,18,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0,15,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,16,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,2,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,0,34,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,18,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,1,3,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,3,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,1,23,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7,0,3,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,24,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,37,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,28,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,35,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1,34,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,24,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,35,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,1,18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,16,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,0,28,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,14,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,25,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,28,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,15,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,34,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,27,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,33,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,27,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,26,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,20,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,8,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,14,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,19,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,1,11,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,4,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,33,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,22,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,11,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,12,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,9,1,0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,26,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,19,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,14,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,12,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,18,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,4,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,34,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,16,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,35,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,41,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,1,1,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,6,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,18,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,2,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,1,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,31,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,21,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,26,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,15,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,19,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,3,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,9,1,22,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,32,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,32,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,4,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,21,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,35,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,35,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,20,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,35,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6,0,2,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,3,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,14,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,26,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,31,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,28,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,19,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,17,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,23,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,43,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,47,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,9,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,0,5,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,9,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,27,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1,11,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,5,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,21,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,18,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,3,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,32,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,17,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,17,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,12,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,46,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,19,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,30,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,20,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
