gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,chemistry_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
1,0,1,0,3,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,4,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,24,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,15,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,7,0,1,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,33,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,11,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,10,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,1,15,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,34,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3,0,30,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,4,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,5,1,29,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7,1,30,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,0,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,8,0,1,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,16,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,1,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,4,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,8,0,32,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,12,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6,0,5,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,15,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,0,31,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,2,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,20,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,22,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,12,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,0,34,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,5,0,43,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,1,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,19,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,0,2,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,34,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,4,1,31,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,4,0,11,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,0,35,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,20,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,2,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,7,0,1,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,34,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,6,0,17,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,34,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,5,0,25,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,8,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,26,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,4,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,27,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,32,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,25,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,13,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,31,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,9,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,6,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,7,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,32,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,1,30,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9,0,4,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,15,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,2,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,8,1,32,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,24,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,3,0,24,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,16,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,15,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,26,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,5,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,14,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,1,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5,0,10,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,5,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,26,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,14,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,7,1,21,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,32,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,30,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,7,0,33,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,15,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,11,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,30,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,0,2,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,3,0,32,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,7,0,0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,4,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,29,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,0,14,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,25,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,1,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,22,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,0,1,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,42,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,17,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,48,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,4,1,24,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,31,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,7,0,0,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,2,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,24,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,7,0,2,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,32,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,4,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,4,0,32,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,20,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,28,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,30,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,17,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,0,18,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,23,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,1,23,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,21,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,27,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,14,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,37,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3,0,29,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,4,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,16,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,30,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,0,1,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,24,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,35,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,3,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,15,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,23,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,19,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,33,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,34,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,33,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7,0,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,18,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9,0,4,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,10,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,22,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,2,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,24,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,0,15,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,7,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,4,0,33,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,32,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,0,4,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,2,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,20,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,21,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,29,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,13,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,24,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,30,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,27,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,4,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,1,32,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,32,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,4,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,4,0,28,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,32,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,33,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,2,0,4,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,31,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,17,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,23,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,19,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,1,26,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,7,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,6,0,4,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,6,0,22,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,6,1,4,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,29,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,8,1,21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,5,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,0,2,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,1,3,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,26,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,0,2,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,21,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,10,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,5,0,2,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,24,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,46,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3,0,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,33,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,5,0,26,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,19,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,25,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,24,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,8,1,0,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,30,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,32,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,8,0,15,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,0,15,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,1,4,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,27,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,33,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,25,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,29,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,13,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,49,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,6,0,34,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,0,28,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,44,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,14,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,1,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,6,0,22,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,11,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,9,0,3,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,28,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,22,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,0,3,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,25,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,1,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,37,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,28,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,30,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,19,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,7,0,2,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,0,26,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,5,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,17,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,26,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,32,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,1,16,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,8,0,2,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,35,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,3,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,47,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,29,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,1,12,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,35,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,8,0,2,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,7,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,4,0,15,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
