gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,geography_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
1,0,2,0,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,28,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,9,0,4,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,4,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,16,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,26,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,6,0,2,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,34,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,30,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,1,15,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,1,1,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,6,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,7,1,1,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,9,1,5,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,9,0,5,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,5,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,4,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,47,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,16,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,5,0,3,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,32,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2,0,31,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,6,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,34,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,0,26,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,21,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,46,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,6,0,48,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,46,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,3,0,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,4,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,32,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,4,0,31,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,1,1,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,1,4,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,8,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,1,23,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,23,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,28,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,5,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,1,33,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,1,34,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,0,16,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,3,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,25,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,21,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,4,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,24,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,16,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,35,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,24,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,1,46,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,6,0,1,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,26,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,0,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,3,0,4,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,27,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,16,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,14,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,0,5,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,1,31,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,4,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,5,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,11,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,8,1,12,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,5,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,6,0,1,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,2,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,6,0,0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,1,24,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,26,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,18,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,20,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,23,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,0,4,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,30,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,34,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,26,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,27,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,18,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,39,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7,1,29,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,27,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3,1,17,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,5,1,31,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,0,13,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,12,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,21,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,28,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,8,0,35,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,1,24,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,28,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6,0,0,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,3,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,16,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,26,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,24,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,1,22,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,0,14,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,21,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,29,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,6,0,3,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,4,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,19,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,33,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,24,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,29,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,27,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,35,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,1,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,10,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,29,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,17,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,14,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,24,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,35,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,19,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,23,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,14,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,21,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,18,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,4,0,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,1,16,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,29,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,35,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,11,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,31,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,30,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,17,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,2,0,10,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,2,0,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,16,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,11,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,35,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,25,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,9,0,5,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,35,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,15,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,21,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,3,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,1,25,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,9,0,26,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,7,0,34,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,1,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,3,0,12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,25,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,50,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7,0,15,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,27,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,5,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5,0,15,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,1,31,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,6,0,0,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,5,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,35,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,27,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,0,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,2,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,18,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,14,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,6,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,5,1,2,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,19,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,13,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,0,3,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,21,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,29,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,11,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,3,0,23,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,2,0,30,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,13,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,19,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,33,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,31,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,6,0,3,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,0,3,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,1,1,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,29,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,18,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,4,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,32,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,32,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,1,16,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,8,0,2,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,28,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,2,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3,0,42,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,7,0,31,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,15,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,1,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,5,0,40,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,8,0,40,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,22,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,7,0,31,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,10,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,1,35,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,14,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,7,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,5,0,4,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,29,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,0,20,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,24,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,27,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,31,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,27,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,35,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,33,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,1,11,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,10,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,3,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,5,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,34,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,15,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,20,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,3,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,2,1,2,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,27,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,29,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,2,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,9,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,14,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,0,25,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,9,0,2,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,31,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,3,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,12,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,5,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,4,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,33,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,0,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,3,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,26,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,0,31,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,20,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
